,name,sentiment,# nodes,# edges,density,deg assort coef,avg deg cent,avg bet cent,avg clo cent,high deg cent,high bet cent,high clo cent,avg node conn,# conn comp,gc size
0,d_Gc_neutral2.gml,neu,171.0,221.0,0.0076,-0.194,0.0152,0.0011,0.0183,"(u'SB 277', 0.19411764705882353)","(u'children', 0.022694048033414547)","(u'children', 0.13301364023870418)",0.0614,1.0,171.0
