,name,sentiment,# nodes,# edges,avg deg,avg in-deg,avg out-deg,density,deg assort coef,avg deg cent,avg bet cent,avg clo cent,high deg cent,high bet cent,high clo cent,avg node conn,# conn comp,gc size,# strong comp,# weak comp
0,article_pos1.gml,positive,840.0,1127.0,2.6833,1.3417,1.3417,0.0016,0.002,0.0032,0.0005,0.0172,"(u'vaccines', 0.07508939213349225)","(u'measles', 0.046632356320202156)","(u'parents', 0.13892212309293947)",0.0981,58.0,673.0,769.0,58.0
