,name,sentiment,# nodes,# edges,avg deg,avg in-deg,avg out-deg,density,deg assort coef,avg deg cent,avg bet cent,avg clo cent,high deg cent,high bet cent,high clo cent,avg node conn,# conn comp,gc size,# strong comp,# weak comp
0,article_neg1.gml,negative,1257.0,1898.0,3.0199,1.5099,1.5099,0.0012,0.0012,0.0024,0.0005,0.0329,"(vaccines, 0.106687898089)","(vaccines, 0.0689197216817)","(vaccine industry, 0.158231271073)",0.1757,49.0,1140.0,1092.0,49.0
