,name,sentiment,# nodes,# edges,density,deg assort coef,avg deg cent,avg bet cent,avg clo cent,high deg cent,high bet cent,high clo cent,avg node conn
0,u_Gc_positive.gml,pos,585.0,1088.0,0.0064,-0.099,0.0064,0.0060,0.2292,"(u'vaccines', 0.11643835616438356)","(u'parents', 0.27183881281921446)","(u'parents', 0.3686868686868687)",1.3117
